brandname,details,sizes,mrp,sellprice,discount%,category women
yuris,printed mandarin neck cotton womens kurta palazzo set  peach,LargeMediumSmallX-LargeXX-Large,2499,1124,55,Indianwear
kami kubi,textured round neck cotton womens flared dress  black,LargeMediumSmallX-LargeX-Small,2499,874,65,Indianwear
janasya,womens blue cotton kurta with pant (set154)  blue,LargeMediumSmallX-LargeX-Small,2949,1474,50,Indianwear
global desi,geometric regular fit viscose womens festive wear pants  mint,XLLargeMediumSmallX-Small,2999,2399,20,Indianwear
w,solid relaxed fit viscose womens festive pants  blue,LargeMediumSmall,1899,1424,25,Indianwear
global desi,geometric round neck polyester women flared gown  mustard,XLLargeMediumSmallX-Small,2999,1949,35,Indianwear
aurelia,printed viscose mandarin neck womens knee length kurta  orange,MediumSmallX-LargeX-SmallXX-Large,1599,799,50,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,3499,1399,60,Indianwear
yuris,solid cotton v neck womens kurta set  wine,LargeMediumSmallX-LargeXX-LargeXXX-Large,3999,1399,65,Indianwear
global desi,geometric viscose round neck womens straight kurta  pink mix,XLLargeMediumSmallXX-Large,2099,1469,30,Indianwear
stop,solid mandarin collar a line fit womens kurta  lavender,SMLXLX-Small,1299,649,50,Indianwear
varanga,dyed cotton round neck womens ethnic set  fuchsia,LargeMediumSmallX-LargeXX-Large,5999,2099,65,Indianwear
varanga,womens wine and zari embroidery straight kurta with roll up sleeves  magenta,SmallX-LargeXX-Large,2199,879,60,Indianwear
varanga,key hole neck silk blend womens indian wear sets  rust,LargeSmallX-LargeXX-Large,3999,1799,55,Indianwear
varanga,gotta patti mandarin straight designer womens kurtas  navy,LargeMediumSmallX-LargeXX-Large,2999,1499,50,Indianwear
varanga,round neck womens kurta  red,LargeSmall,2199,989,55,Indianwear
juniper,printed silk blend mandarin womens regular fit kurta  fuchsia,X-Small,2599,1039,60,Indianwear
varanga,round neck womens kurta  mustard,LargeSmall,1799,989,45,Indianwear
varanga,key hole neck womens kurta  mauve,MediumSmallX-Large,2999,1049,65,Indianwear
haute curry,printed ankle length casual wear straight border dress  yellow,LargeMediumSmallX-LargeX-SmallXX-Large,1299,649,50,Indianwear
aurelia,dyed collared neck rayon blend womens flared dress  white,MediumX-Small,1899,1329,30,Indianwear
janasya,floral round neck cotton flex womens flared ethnic dress  green,SmallX-Small,2298,1263,45,Indianwear
aurelia,printed mandarin neck viscose womens straight fit dress  blue,X-Small,1899,949,50,Indianwear
indya,embroidered georgette vneck womens regular tunic  maroon,SmallX-Small,3500,1750,50,Indianwear
juniper,embroidered cotton slub mandarin womens high low kurta  grey,Medium,1299,909,30,Indianwear
kami kubi,printed silk blend round neck womens straight fit ethnic set  green,LargeMedium,4999,1999,60,Indianwear
janasya,floral crepe collar neck womens kurta palazzo set with dupatta  black,SmallX-Small,3299,1154,65,Indianwear
global desi,floral cotton round neck womens aline top  dark blue,SmallX-Small,2099,1679,20,Indianwear
janasya,poly crepe womens kurta  wine,SmallX-Small,1299,519,60,Indianwear
global desi,solid viscose rayon round neck womens straight top  red,Small,1599,959,40,Indianwear
varanga,maroon and gold floral block printed tunic with 3/4th sleeves  maroon,XX-Large,1599,639,60,Indianwear
indya,jade belted peplum layered tunic  green,X-Small,3200,1600,50,Indianwear
varanga,womens round neck floral kurta set  white,XX-Large,3199,1599,50,Indianwear
aurelia,solid cotton lycra regular fit womens tights  pink,LargeSmall,699,419,40,Indianwear
varanga,magenta floral thread embroidered panelled dress with side loops and belt  magenta,Small,3599,899,75,Indianwear
w,solid net womens festive wear sharara  natural,1218,2999,1799,40,Indianwear
indya,mustard foil slit sleeve double layer tunic  yellow,Small,2950,1475,50,Indianwear
janasya,cotton womens tunic  navy,X-LargeXX-LargeXXX-Large,1299,519,60,Indianwear
global desi,solid cotton vneck regular fit womens kurta  blue,LargeMediumXX-Large,1999,799,60,Indianwear
kami kubi,embellished silk blend womens salwar kurta dupatta set  green,X-LargeXX-Large,4999,2249,55,Indianwear
varanga,embroidered round neck silk blend womens ethnic set  coral,XX-Large,6999,2449,65,Indianwear
neerus,printed flex round neck womens salwar suit  green,MediumX-Large,2699,2159,20,Indianwear
global desi,chevron viscose shirt collar womens straight gown  pink,MediumX-Small,2199,1429,35,Indianwear
global desi,floral viscose shirt collar women's kurta  indigo,X-Small,2299,1379,40,Indianwear
yuris,motif round neck regular fit womens kurta  multi,Small,1599,799,50,Indianwear
janasya,embroidered cotton round neck womens regular fit top  green,MediumX-LargeXX-Large,1499,524,65,Indianwear
janasya,womens light green pure cotton kurta with palazzo (set100)  green,SmallX-Small,3599,1259,65,Indianwear
w,printed viscose round neck womens calf length kurta  green,16,2299,1149,50,Indianwear
janasya,printed round neck polyester womens flared ethnic dress  off white,X-Small,3598,1619,55,Indianwear
global desi,abstract cotton shirt collar womens top  white,LargeMedium,1499,899,40,Indianwear
global desi,solid regular fit womens casual wear pants  olive,X-Small,2299,1379,40,Indianwear
fusion beats,womens collared embroidered shirt  blue,SmallX-Small,1999,799,60,Indianwear
global desi,round neck straight women kurtas  white,XL,3199,2559,20,Indianwear
global desi,solid tieup neck viscose rayon womens flared dress  coral,XLSmallX-Small,2699,1349,50,Indianwear
global desi,womens cotton tie up neck kurta  aqua,SmallXX-Large,2599,1039,60,Indianwear
global desi,striped cotton mandarin collar womens straight top  blue,SmallX-Small,1999,1199,40,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  grey,MediumSmallX-Large,2499,1124,55,Indianwear
yuris,floral cotton round neck womens regular kurta  multi,Small,1799,809,55,Indianwear
yuris,abstract cotton mandarin womens regular kurta  multi,LargeSmall,1299,649,50,Indianwear
janasya,floral v neck regular fit womens kurta  natural,Medium,2129,1170,45,Indianwear
yuris,floral cotton round neck womens kurta set  navy,MediumSmallXX-Large,3999,1599,60,Indianwear
yuris,floral cotton v neck womens salwar suit  multi,LargeSmallXX-Large,2999,1199,60,Indianwear
global desi,solid regular fit full length viscose womens trousers  black,LargeMediumSmall,2199,1099,50,Indianwear
varanga,printed cotton round neck womens straight fit kurta  blue,LargeSmall,2799,839,70,Indianwear
varanga,round neck womens kurta  lime green,X-Large,4399,1979,55,Indianwear
varanga,womens maroon and gold floral block printed tunic  maroon,XX-Large,1599,719,55,Indianwear
varanga,womens maroon floral kalamkari hand block printed kurta with gota and pom pom embellishment  maroon,LargeX-Large,1999,899,55,Indianwear
global desi,floral polyester mandarin womens fit and flare top  mustard,X-Small,2199,1539,30,Indianwear
janasya,floral round neck regular fit womens kurta  orange,X-Small,1899,759,60,Indianwear
indya,womens printed aline tunic  green,LargeSmallX-Small,1900,950,50,Indianwear
w,regular length polyester woven womens regular fit salwar  green,81218,1999,1199,40,Indianwear
global desi,floral viscose mandarin collar women's top  pink,MediumSmallX-Small,1499,899,40,Indianwear
global desi,floral viscose rayon choker neck womens top  aqua,SmallX-Small,1599,959,40,Indianwear
ziyaa,solid polyester mandarin womens straight kurta  brown,LargeMediumSmallX-LargeXX-LargeXXX-Large,1296,648,50,Indianwear
indya,peach gota patti yoke straight kurta  orange,SmallX-SmallXX-Large,2200,1100,50,Indianwear
fusion beats,womens round neck embroidered kurta  birch,Large,3499,1399,60,Indianwear
amukti,printed rayon womens kurta  black,Small,1499,749,50,Indianwear
global desi,women regular straight pants  gold,MediumSmall,1999,1199,40,Indianwear
janasya,cotton flex womens kurta with pant and dupatta set  red,SmallX-LargeX-SmallXX-LargeXXX-Large,3798,1709,55,Indianwear
varanga,maroon and gold floral zari and thread embroidery flared kurta with golden woven trousers  maroon,LargeMediumSmallXX-Large,3799,1519,60,Indianwear
ziyaa,printed rayon collar neck womens straight kurta  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1993,797,60,Indianwear
janasya,cotton womens kurta  green,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1998,1198,40,Indianwear
ziyaa,solid round neck polyester womens salwar kurta and dupatta set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,1808,1265,30,Indianwear
indya,foil print ruhani silk womens regular length palazzo pants  orange,LargeMediumSmallX-LargeX-SmallXX-Large,1850,925,50,Indianwear
amukti,solid rayon womens kurta  mustard,MediumX-Large,1049,524,50,Indianwear
janasya,womens brown poly crepe kurta with attached jacket (jne3400)  brown,X-Small,1399,699,50,Indianwear
varanga,wine and zari embroidery straight kurta with roll up sleeves and golden woven trousers  magenta,SmallX-LargeXX-Large,3599,1439,60,Indianwear
amukti,floral cotton mandarin collar womens straight kurta  natural,X-LargeXXX-Large,1299,909,30,Indianwear
janasya,tie and dye round neck regular fit womens kurta  blue,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2198,1099,50,Indianwear
aurelia,printed rayon blend round neck womens straight kurta  grey,LargeSmallX-Large,1699,849,50,Indianwear
kami kubi,solid cotton vneck womens straight fit ethnic set  red,LargeMediumSmallX-Small,3999,1399,65,Indianwear
ziyaa,geometric round neck rayon womens ethnic set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,2680,1072,60,Indianwear
indya,printed silk womens ankle length palazzo  green,LargeMediumSmallX-LargeX-SmallXX-Large,2200,1100,50,Indianwear
neerus,embroidered chanderi round neck womens ankle length kurta  mustard,Medium,2999,1499,50,Indianwear
global desi,solid viscose round neck womens straight top  yellow,XLLargeMediumSmallX-SmallXX-Large,1899,1519,20,Indianwear
varanga,womens round neck solid dresses  natural,LargeMediumSmallX-Large,2199,1099,50,Indianwear
global desi,solid cotton mandarin womens regular kurta  natural,XLLargeMediumSmallX-SmallXX-Large,2799,1819,35,Indianwear
ziyaa,printed mandarin polyester womens ethnic set  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,2801,1120,60,Indianwear
global desi,dobby polyester mandarin womens knee length kurta  indigo,XLLargeMediumSmallX-SmallXX-Large,2599,1689,35,Indianwear
global desi,solid viscose v neck womens straight top  white,XLMediumX-SmallXX-Large,1699,1359,20,Indianwear
varanga,embroidered round neck silk blend womens ethnic set  magenta,LargeMediumSmallX-LargeXX-Large,6999,2449,65,Indianwear
w,solid cotton lycra womens festive tights  pink,LargeMediumSmall,799,599,25,Indianwear
varanga,womens round neck embroidered tops & tunics  blue,X-Large,1499,749,50,Indianwear
amukti,bandhani cotton mandarin collar womens straight kurta  pink,X-LargeXX-Large,1299,909,30,Indianwear
ziyaa,printed round neck rayon womens ethnic set  maroon,LargeMediumSmallX-LargeXX-LargeXXX-Large,2667,1066,60,Indianwear
ziyaa,solid round neck polyester womens salwar kurta and dupatta set  turquoise,LargeMediumSmallX-LargeXX-LargeXXX-Large,4303,1721,60,Indianwear
global desi,v neck a line women kurtas  mustard,XLLargeMediumSmallX-SmallXX-Large,2399,1679,30,Indianwear
ziyaa,polka dots cotton boat neck womens kurta palazzo set  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,4796,1918,60,Indianwear
janasya,womens black poly crepe cape sleeve kurta (jne3334)  black,MediumSmall,1549,542,65,Indianwear
janasya,floral cotton flex round neck womens straight fit ethnic set  cream,LargeMediumSmallX-LargeX-SmallXXX-Large,2498,1498,40,Indianwear
janasya,cotton flex womens kurta with pant and dupatta set  mustard,LargeMedium,3798,1709,55,Indianwear
suti,stripes rayon mandarin womens ethnic set  olive,LargeMediumSmallX-LargeXX-Large,2699,2159,20,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,3023,1209,60,Indianwear
stop,fitted full length cotton lycra womens leggings  coral,SMLX-LargeX-Small,499,349,30,Indianwear
janasya,embroidered cotton flex round neck womens aline top  navy,LargeMediumX-Large,1798,809,55,Indianwear
indya,maroon double lace border palazzo pants  maroon,SmallX-Small,936,468,50,Indianwear
indya,womens embroidered straight tunic  pink,SmallX-Small,2400,1200,50,Indianwear
janasya,solid ankle length viscose lycra womens leggings  white,X-Large,798,478,40,Indianwear
amukti,geometric cotton mandarin collar womens straight kurta  black,SmallXX-Large,1499,1049,30,Indianwear
fusion beats,womens solid casual palazzos  sage,MediumSmallX-Large,1999,799,60,Indianwear
janasya,cotton slub womens top  off white,X-SmallXX-Large,1299,649,50,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,2867,1146,60,Indianwear
global desi,womens viscose rayon round neck kurta  mid blue,MediumSmallX-Small,1799,899,50,Indianwear
global desi,solid collar neck cotton womens flared dress  coral,XLLargeMediumSmallX-SmallXX-Large,2399,1559,35,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,2667,1066,60,Indianwear
janasya,floral round neck cotton womens calf length kurta  coral,X-Small,1649,577,65,Indianwear
global desi,striped round neck womens kurta  multi,XLLargeMediumX-SmallXX-Large,2199,1099,50,Indianwear
amukti,striped rayon womens kurta  grey,X-LargeXX-Large,1499,749,50,Indianwear
kami kubi,solid silk blend round neck womens straight fit ethnic set  turquoise,LargeMediumX-LargeX-Small,4999,1749,65,Indianwear
fusion beats,womens v neck printed kurta  pink,LargeMediumSmallX-LargeX-Small,1899,759,60,Indianwear
fusion beats,womens round neck embroidered sheer yoke kurta  natural,LargeMediumSmallX-LargeXX-LargeXXX-Large,2399,959,60,Indianwear
amukti,printed cotton womens kurta  orange,MediumXX-Large,1999,999,50,Indianwear
kashish,womens taffeta sleeveless regular fit gown  grey,X-LargeXX-Large,2999,1499,50,Indianwear
fusion beats,womens solid full skirt  pink,LargeMediumSmallX-LargeX-SmallXX-Large,1999,799,60,Indianwear
haute curry,printed rayon womens calf length palazzos  lavender,LargeMediumSmallX-Large,899,449,50,Indianwear
janasya,solid rayon round neck womens salwar suit  mustard,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,3599,1979,45,Indianwear
janasya,womens magenta poly crepe kurta with pant (set130)  magenta,MediumSmallX-LargeX-Small,2299,1034,55,Indianwear
kami kubi,geometric cotton mandarin neck womens calf length kurta  yellow,LargeMedium,1999,899,55,Indianwear
global desi,printed viscose round neck womens blouson top  indigo,XLLargeMediumSmallX-Small,1699,1189,30,Indianwear
amukti,ankle length rayon womens kurta  navy,Medium,1499,749,50,Indianwear
janasya,womens pink pure cotton kurta with pant (set144)  pink,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,3059,1376,55,Indianwear
indya,reglar fit regular length chanderi brocade womens ethnic maxi skirt  purple,LargeX-LargeXX-Large,3200,1600,50,Indianwear
janasya,floral round neck regular fit womens kurta  natural,SmallX-Small,1649,659,60,Indianwear
ziyaa,floral round neck polyester womens salwar kurta and dupatta set  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,4353,1741,60,Indianwear
varanga,womens vneck geometric kurta set  lime green,XX-Large,3799,1709,55,Indianwear
global desi,jacquard cotton v neck womens regular kurta  white,XLLargeMediumSmallX-SmallXX-Large,2999,1949,35,Indianwear
ziyaa,floral rayon round neck womens straight kurta  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,1752,700,60,Indianwear
global desi,solid round neck viscose womens calf length kurta  black,XLLargeSmall,3099,2479,20,Indianwear
janasya,womens red poly crepe kurta (jne3432)  red,MediumX-SmallXXX-Large,1399,629,55,Indianwear
global desi,floral viscose round neck womens regular kurta  indigo,XLLargeMediumSmallX-SmallXX-Large,3499,2274,35,Indianwear
janasya,womens grey poly crepe kurta with pant (set037)  grey,Small,2299,1034,55,Indianwear
aurelia,printed viscose round neck womens ethnic set  peach,LargeMediumSmallX-LargeXX-Large,2499,1749,30,Indianwear
janasya,printed round neck straight designer womens kurtas  navy,SmallX-SmallXX-LargeXXX-Large,1399,769,45,Indianwear
janasya,womens off white cotton stitched blouse (bl107)  off white,Small,1199,479,60,Indianwear
faballey,floral collared neck cotton womens pyjama set  black,MediumSmallX-Small,2400,1200,50,Indianwear
janasya,printed silk casual wear designer womens blouses  black,X-Small,1029,463,55,Indianwear
varanga,womens round neck floral kurta  mustard,LargeMediumSmallXX-Large,1999,999,50,Indianwear
faballey,striped collared neck cotton womens pyjama set  blue,Small,2400,1200,50,Indianwear
w,printed viscose mandarin womens calf length kurta  maroon,8,1699,849,50,Indianwear
janasya,floral polyester blend round neck womens regular fit top  orange,LargeX-SmallXX-LargeXXX-Large,1498,749,50,Indianwear
aurelia,printed viscose blend mandarin neck womens above knee kurta  blue,LargeMediumSmallX-Small,1399,979,30,Indianwear
de moza,printed rayon regular fit womens palazzos  navy,Small,1499,899,40,Indianwear
kami kubi,solid silk blend vneck womens calf length kurta  green,X-Small,2299,919,60,Indianwear
fusion beats,womens round neck embellished kurta  brown,LargeMediumSmallX-LargeXX-Large,2999,1199,60,Indianwear
varanga,womens round neck ethnic motifs kurta set  grey,XX-Large,3999,1999,50,Indianwear
janasya,womens black poly crepe kurti with dhoti pant (set182)  black,X-LargeX-Small,2699,1214,55,Indianwear
varanga,teal floral zari and sequins embroidery kurta with golden woven trousers and sequins dupatta  peacock,LargeSmallXX-Large,4599,2069,55,Indianwear
global desi,self design key hole neck womens kurta  mustard,Small,2399,1439,40,Indianwear
indya,rose pink foil flared palazzo pants  pink,X-Small,2400,1200,50,Indianwear
fusion beats,womens solid casual palazzos  black,X-Small,1999,799,60,Indianwear
global desi,solid cotton round neck womens regular kurta  mint,XLLargeMediumSmallX-SmallXX-Large,3799,2469,35,Indianwear
varanga,lime multi color embroidery kurta with stylised bell sleeves with multi color flared kalidaar palazzo  lime green,Small,4999,2249,55,Indianwear
janasya,printed cotton calf length womens straight fit kurta  blue,SmallX-Small,1499,599,60,Indianwear
indya,womens printed aline tunic  blue,X-Small,2200,1100,50,Indianwear
indya,printed floral viscose key hole neck womens regular fit aline tunic  green,X-Small,2800,1400,50,Indianwear
indya,printed georgette round neck womens tiered tunic  natural,SmallX-Large,2200,1100,50,Indianwear
global desi,printed polyester v neck womens knee length kurta  orange,XLLargeMediumSmallX-SmallXX-Large,2499,1249,50,Indianwear
janasya,womens blue cotton kurta with palazzo (set230)  blue,LargeMediumSmallX-LargeXX-Large,2399,1439,40,Indianwear
de moza,printed regular fit cotton womens festive wear pants  natural,LargeMediumSmallX-LargeXX-Large,999,599,40,Indianwear
ziyaa,floral round neck rayon womens ethnic set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,2562,1024,60,Indianwear
w,solid round neck poly viscose womens regular dress  green,16,3599,1799,50,Indianwear
fusion beats,womens round neck printed kurta  birch,X-Large,2499,999,60,Indianwear
global desi,floral cotton round neck womens straight top  blue,XLLargeMediumSmallXX-Large,1999,1399,30,Indianwear
haute curry,printed rayon round neck womens regular tunic  yellow,LargeMediumSmallX-LargeX-SmallXX-Large,899,449,50,Indianwear
kami kubi,solid mandarin neck rayon womens straight fit ethnic dress  blue,MediumSmall,1999,899,55,Indianwear
kashish,flared full length viscose blend womens festive skirt  teal,LARGE / XLXS / SMALL,2499,1249,50,Indianwear
varanga,womens self pattern skirts  mustard,MediumSmall,3999,1799,55,Indianwear
w,jacquard cotton viscose round neck womens straight kurta  black,816,2999,1499,50,Indianwear
amukti,embroidered rayon womens kurta  black,X-LargeXX-Large,1299,649,50,Indianwear
w,stripes cotton mandarin neck womens calf length kurta  ecru,12,1999,999,50,Indianwear
janasya,floral rayon round neck womens kurta palazzo set with dupatta  white,LargeSmallX-LargeXX-LargeXXX-Large,3499,1924,45,Indianwear
yuris,gotta patti round neck cotton womens kurta palazzo set  yellow,LargeMediumSmall,3499,1399,60,Indianwear
yuris,floral cotton round neck womens kurta set  mustard,SmallX-LargeXX-LargeXXX-Large,3999,1399,65,Indianwear
fusion beats,womens round neck maxi dress  brown,Small,3199,1279,60,Indianwear
global desi,round neck flared womens kurta  lilac,XLLargeMediumSmallX-SmallXX-Large,2499,1999,20,Indianwear
de moza,printed rayon womens ankle length palazzo  indigo,LargeMediumSmallX-LargeXX-LargeXXX-Large,1499,899,40,Indianwear
janasya,womens pink cotton flex kurta with pant (set223)  pink,X-Small,2599,1039,60,Indianwear
global desi,womens geometric round neck bodycon top  off white,MediumSmallX-Small,1799,719,60,Indianwear
global desi,geometric viscose key hole neck womens knee length dress  off white,LargeMediumSmallX-Small,1999,999,50,Indianwear
yuris,floral round neck a line fit womens top  multi,LargeX-SmallXX-Large,1499,749,50,Indianwear
yuris,printed cotton round neck womens straight fit kurta  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,1599,959,40,Indianwear
yuris,solid cotton v neck womens kurta set  purple,LargeMediumSmallX-LargeXX-LargeXXX-Large,3999,1399,65,Indianwear
yuris,printed mandarin neck cotton womens kurta palazzo set  blue,MediumSmallX-LargeXX-Large,2499,1124,55,Indianwear
yuris,abstract cotton round neck womens calf length kurta  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,1799,809,55,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  pink,MediumXX-Large,3499,1399,60,Indianwear
yuris,motif cotton mandarin womens salwar suit  multi,LargeMediumSmallX-LargeXX-Large,2499,1249,50,Indianwear
yuris,motif cotton round neck womens salwar suit  multi,Small,2499,1249,50,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  blue,LargeMediumSmall,2699,1214,55,Indianwear
yuris,geometric cotton round neck womens kurta set  black,Small,3999,1399,65,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  natural,XX-LargeXXX-Large,3999,1399,65,Indianwear
global desi,womens straight fit kurta  off white,XLLarge,2799,1119,60,Indianwear
varanga,womens round neck printed kurta  white,MediumSmallXX-Large,1799,809,55,Indianwear
yuris,paisley cotton v neck womens salwar suit  multi,LargeMediumSmallX-LargeXX-LargeXXX-Large,3499,1399,60,Indianwear
global desi,round neck straight womens kurta  aqua,XLLargeMediumSmallX-SmallXX-Large,2899,2319,20,Indianwear
varanga,womens mustard multi color embroidery kurta with stylised bell sleeves  mustard,LargeMediumSmallX-LargeXX-Large,2199,989,55,Indianwear
varanga,womens floral printed kurta with gold printed yoke with mauve and gold overall elasticated palazzo  mauve,MediumXX-Large,3399,1699,50,Indianwear
varanga,womens off white and gold mirror work and zari embroidered crop top with gold foil printed bell sleeves with maroon and gold floral printed flared palazzo  off white,LargeX-Large,3999,1999,50,Indianwear
varanga,round neck straight designer womens kurtas  blue,LargeMediumSmallX-LargeXX-Large,3599,1259,65,Indianwear
varanga,gotta patti round neck cotton designer womens ethnic set  pink,LargeMediumSmallX-LargeX-Small,4999,1749,65,Indianwear
global desi,womens aline embroidered geometric casual wear kurta  orange,LargeMediumSmallX-Small,2599,1039,60,Indianwear
varanga,embroidered round neck silk blend regular fit womens ethnic set  mustard,XX-Large,4299,1504,65,Indianwear
varanga,zari round neck silk blend designer womens ethnic set  grey,MediumSmallXX-Large,5999,2099,65,Indianwear
varanga,zari round neck silk blend designer womens ethnic set  magenta,LargeMediumSmallX-LargeXX-Large,6999,2449,65,Indianwear
varanga,printed silk v neck womens ethnic set  blue,LargeMediumSmallX-LargeXX-Large,5999,2399,60,Indianwear
varanga,floral printed vneck cotton womens ethnic set  green,LargeXX-Large,4199,1679,60,Indianwear
varanga,printed silk halter neck womens ethnic set  natural,LargeMediumSmallX-LargeXX-Large,5799,2029,65,Indianwear
global desi,striped shirt collar straight womens kurta  multi,Small,1999,1199,40,Indianwear
janasya,rayon crepe womens kurta  maroon,SmallX-Small,2199,769,65,Indianwear
indya,regular fit full length georgette womens festive wear skirt  green,X-Small,4400,2200,50,Indianwear
global desi,floral mandarin collar womens tunic  coral,X-Small,1799,1079,40,Indianwear
janasya,poly silk womens kurta and palazzo set  grey,X-Small,2399,959,60,Indianwear
amukti,embroidered cotton womens kurta  ivory,LargeX-Large,1999,999,50,Indianwear
kami kubi,solid silk blend mandarin neck womens straight fit ethnic set  yellow,X-Small,3999,1399,65,Indianwear
indya,printed viscose womens calf length kurta  orange,MediumSmallX-Small,2100,1680,20,Indianwear
indya,embroidered georgette round neck womens regular tunic  pink,MediumSmallX-Small,3600,1800,50,Indianwear
global desi,floral viscose round neck womens kurta  indigo,SmallX-Small,1799,1169,35,Indianwear
indya,peach chanderi embroidered panel kurta  orange,SmallX-Small,1900,950,50,Indianwear
varanga,womens vneck printed tops & tunics  multi,LargeX-Large,1399,769,45,Indianwear
global desi,geometric key hole neck womens top  mid blue,X-Small,1799,1079,40,Indianwear
juniper,printed rayon round neck womens straight fit kurta  jade,XXX-Large,2098,734,65,Indianwear
indya,ethnic muslin round neck womens regular fit straight tunic  blue,X-Small,2100,1050,50,Indianwear
indya,foil print georgette womens regular length sharara pants  blue,LargeX-Large,3900,1950,50,Indianwear
global desi,womens geometric off shoulder bodycon top  natural,MediumSmallX-Small,1599,959,40,Indianwear
global desi,polka dots viscose collar neck womens straight top  indigo,X-Small,1499,1049,30,Indianwear
indya,geometric regular fit viscose womens ethnic palazzo pants  green,MediumSmallX-Small,1250,625,50,Indianwear
indya,womens key hole neck embroidered kurta  green,MediumSmallX-Small,2400,1200,50,Indianwear
global desi,solid off shoulder womens top  natural,LargeX-Small,2199,1319,40,Indianwear
janasya,womens black poly crepe ruffle kurta (jne3369)  black,X-LargeX-Small,1549,619,60,Indianwear
w,printed regular fit cotton womens casual pants  natural,10,1499,899,40,Indianwear
janasya,solid pure cotton womens palazzo pants  brown,SmallX-Small,1499,599,60,Indianwear
yuris,printed cotton mandarin womens regular kurta  multi,Small,1099,604,45,Indianwear
indya,round neck regular designer womens top  blue,Large,1300,650,50,Indianwear
global desi,womens round neck printed kurta  black,Medium,2399,959,60,Indianwear
faballey,floral collared neck cotton womens pyjama set  black,MediumSmall,2400,1200,50,Indianwear
varanga,turquoise sequins and zari embroidery yoke straight kurta with gota work sleeves  blue,XX-Large,2199,769,65,Indianwear
aarke,printed shirt collar rayon slub womens top  red,Medium,1900,1140,40,Indianwear
yuris,floral cotton round neck womens kurta set  maroon,MediumSmallX-Large,3999,1399,65,Indianwear
janasya,stripes collared neck cotton womens aline ethnic dress  multi,X-Small,1898,1043,45,Indianwear
varanga,womens round neck floral kurta set  peach,MediumSmall,2999,1649,45,Indianwear
janasya,round neck empire line designer womens kurta  charcoal,Small,1999,799,60,Indianwear
varanga,mustard floral kalamkari hand block printed kurta with gota and pom pom embellishment with white shifflie palazzo  mustard,Small,3699,1664,55,Indianwear
aurelia,dyed cotton blend mandarin womens straight kurta  white,Large,1499,749,50,Indianwear
yuris,geometric cotton round neck womens aline kurta  multi,SmallXXX-Large,1599,719,55,Indianwear
suti,embroidered cotton round neck womens ethnic set  sky blue,Small,2999,2399,20,Indianwear
global desi,tropical round neck curved womens kurta  yellow,X-Small,2499,1499,40,Indianwear
aurelia,round neck a line designer womens kurtas  natural,LargeMediumSmallX-Small,1499,1049,30,Indianwear
global desi,tropical tie up neck womens top  yellow,Large,1499,899,40,Indianwear
yuris,printed cotton round neck womens straight fit kurta  yellow,XX-Large,1499,599,60,Indianwear
indya,green check print lace hem aline tunic  green,SmallX-Small,2950,1475,50,Indianwear
yuris,floral round neck regular fit womens kurta  multi,XX-Large,1599,799,50,Indianwear
janasya,embroidered cotton round neck womens kurta palazzo set with dupatta  mustard,X-Small,4198,2099,50,Indianwear
indya,stripes square neck viscose womens regular dress  indigo,MediumSmall,1400,700,50,Indianwear
de moza,solid rayon loose fit womens culottes  black,SmallXX-Large,999,599,40,Indianwear
janasya,cotton womens top  white,X-Large,1299,584,55,Indianwear
ziyaa,geometric cotton round neck womens ethnic set  green,XX-LargeXXX-Large,3617,1446,60,Indianwear
faballey,solid collared neck cotton womens pyjama shirt set  green,MediumSmall,1900,950,50,Indianwear
janasya,embroidered cotton round neck womens kurta palazzo set with dupatta  green,SmallX-Small,4999,2499,50,Indianwear
amukti,printed cotton womens kurta  green,XX-Large,1999,999,50,Indianwear
kami kubi,printed cotton round neck womens calf length kurta  yellow,LargeMedium,2799,839,70,Indianwear
