age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,experience,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,marialstatus
26,0,rarely,474,research & development,3,3,life sciences,1581,1,Female,89,3,1,research scientist,4,Married,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,married
38,0,rarely,1245,sales,14,3,life sciences,1582,3,Male,80,3,2,sales executive,2,Married,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,married
38,0,rarely,437,sales,16,3,life sciences,1583,2,Female,90,3,2,sales executive,2,Single,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,single
36,0,rarely,884,sales,1,4,life sciences,1585,2,Female,73,3,2,sales executive,3,Single,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,single
29,0,rarely,1370,research & development,3,1,medical,1586,2,Male,87,3,1,laboratory technician,1,Single,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,single
35,0,rarely,670,research & development,10,4,medical,1587,1,Female,51,3,2,healthcare representative,3,Single,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,single
39,0,rarely,1462,sales,6,3,medical,1588,4,Male,38,4,3,sales executive,3,Married,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,married
29,0,frequently,995,research & development,2,1,life sciences,1590,1,Male,87,3,2,healthcare representative,4,Divorced,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,divorced
23,0,rarely,977,research & development,10,3,technical degree,1592,4,Male,45,4,1,research scientist,3,Married,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,married
36,0,frequently,1302,research & development,6,4,life sciences,1594,1,Male,80,4,2,laboratory technician,1,Married,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,married
35,0,rarely,750,research & development,28,3,life sciences,1596,2,Male,46,4,2,laboratory technician,3,Married,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,married
34,0,frequently,653,research & development,10,4,technical degree,1597,4,Male,92,2,2,healthcare representative,3,Married,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,married
40,0,rarely,118,sales,14,2,life sciences,1598,4,Female,84,3,2,sales executive,1,Married,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,married
43,0,rarely,990,research & development,27,3,technical degree,1599,4,Male,87,4,1,laboratory technician,2,Divorced,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,divorced
35,0,rarely,1349,research & development,7,2,life sciences,1601,3,Male,63,2,1,laboratory technician,4,Married,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,married
28,0,rarely,329,research & development,24,3,medical,1604,3,Male,51,3,1,laboratory technician,2,Married,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,married
50,0,frequently,1234,research & development,20,5,medical,1606,2,Male,41,3,4,healthcare representative,3,Married,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,married
30,0,rarely,241,research & development,7,3,medical,1609,2,Male,48,2,1,research scientist,2,Married,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,married
45,0,rarely,1015,research & development,5,5,medical,1611,3,Female,50,1,2,laboratory technician,1,Single,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,single
45,0,non,336,sales,26,3,marketing,1612,1,Male,52,2,2,sales executive,1,Married,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,married
36,0,rarely,559,research & development,12,4,life sciences,1614,3,Female,76,3,2,manufacturing director,3,Married,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,married
34,0,frequently,426,research & development,10,4,life sciences,1615,3,Male,42,4,2,manufacturing director,4,Divorced,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,divorced
49,0,rarely,722,research & development,25,4,life sciences,1617,3,Female,84,3,1,laboratory technician,1,Married,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,married
39,0,rarely,1387,research & development,10,5,medical,1618,2,Male,76,3,2,manufacturing director,1,Married,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,married
35,0,rarely,819,research & development,18,5,life sciences,1621,2,Male,48,4,2,research scientist,1,Married,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,married
28,0,rarely,580,research & development,27,3,medical,1622,2,Female,39,1,2,manufacturing director,1,Divorced,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,divorced
21,0,rarely,546,research & development,5,1,medical,1623,3,Male,97,3,1,research scientist,4,Single,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,single
18,0,frequently,544,sales,3,2,medical,1624,2,Female,70,3,1,sales representative,4,Single,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,single
39,0,rarely,170,research & development,3,2,medical,1627,3,Male,76,2,2,laboratory technician,3,Divorced,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,divorced
40,0,rarely,884,research & development,15,3,life sciences,1628,1,Female,80,2,3,manufacturing director,3,Married,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,married
35,0,non,208,research & development,8,4,life sciences,1630,3,Female,52,3,2,healthcare representative,3,Married,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,married
37,0,rarely,671,research & development,19,3,life sciences,1631,3,Male,85,3,2,manufacturing director,3,Married,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,married
39,0,frequently,711,research & development,4,3,medical,1633,1,Female,81,3,2,manufacturing director,3,Single,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,single
38,0,rarely,397,research & development,2,2,medical,1638,4,Female,54,2,3,manufacturing director,3,Married,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,married
35,0,rarely,737,sales,10,3,medical,1639,4,Male,55,2,3,sales executive,1,Married,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,married
37,0,rarely,1470,research & development,10,3,medical,1640,2,Female,71,3,1,research scientist,2,Married,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,married
40,0,rarely,448,research & development,16,3,life sciences,1641,3,Female,84,3,3,manufacturing director,4,Single,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,single
44,0,frequently,602,human resources,1,5,human resources,1642,1,Male,37,3,2,human resources,4,Married,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,married
48,0,frequently,365,research & development,4,5,medical,1644,3,Male,89,2,4,manager,4,Married,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,married
35,0,rarely,763,sales,15,2,medical,1645,1,Male,59,1,2,sales executive,4,Divorced,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,divorced
24,0,frequently,567,research & development,2,1,technical degree,1646,1,Female,32,3,1,research scientist,4,Single,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,single
27,0,rarely,486,research & development,8,3,medical,1647,2,Female,86,4,1,research scientist,3,Married,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,married
27,0,frequently,591,research & development,2,3,medical,1648,4,Male,87,3,1,research scientist,4,Single,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,single
40,0,rarely,1329,research & development,7,3,life sciences,1649,1,Male,73,3,1,laboratory technician,1,Single,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,single
29,0,rarely,469,sales,10,3,medical,1650,3,Male,42,2,2,sales executive,3,Single,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,single
36,0,rarely,711,research & development,5,4,life sciences,1651,2,Female,42,3,3,healthcare representative,1,Married,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,married
25,0,frequently,772,research & development,2,1,life sciences,1653,4,Male,77,4,2,manufacturing director,3,Divorced,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,divorced
39,0,rarely,492,research & development,12,3,medical,1654,4,Male,66,3,2,manufacturing director,2,Married,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,married
50,0,rarely,813,research & development,17,5,life sciences,1656,4,Female,50,2,3,research director,1,Divorced,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,divorced
20,0,rarely,1141,sales,2,3,medical,1657,3,Female,31,3,1,sales representative,3,Single,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,single
34,0,rarely,1130,research & development,3,3,life sciences,1658,4,Female,66,3,2,research scientist,2,Divorced,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,divorced
36,0,rarely,311,research & development,7,3,life sciences,1659,1,Male,77,3,1,laboratory technician,2,Single,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,single
49,0,rarely,465,research & development,6,1,life sciences,1661,3,Female,41,2,4,healthcare representative,3,Married,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,married
36,0,non,894,research & development,1,4,medical,1662,4,Female,33,2,2,manufacturing director,3,Married,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,married
36,0,rarely,1040,research & development,3,2,life sciences,1664,4,Male,79,4,2,healthcare representative,1,Divorced,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,divorced
38,0,frequently,1189,research & development,1,3,life sciences,1668,4,Male,90,3,2,research scientist,4,Married,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,married
29,0,rarely,991,sales,5,3,medical,1669,1,Male,43,2,2,sales executive,2,Divorced,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,divorced
33,0,rarely,392,sales,2,4,medical,1670,4,Male,93,3,2,sales executive,4,Divorced,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,divorced
32,0,rarely,977,research & development,2,3,medical,1671,4,Male,45,3,2,research scientist,2,Divorced,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,divorced
31,0,rarely,1112,sales,5,4,life sciences,1673,1,Female,67,3,2,sales executive,4,Married,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,married
49,0,rarely,464,research & development,16,3,medical,1674,4,Female,74,3,1,laboratory technician,1,Divorced,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,divorced
38,0,frequently,148,research & development,2,3,medical,1675,4,Female,42,2,1,laboratory technician,2,Single,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,single
47,0,rarely,1225,sales,2,4,life sciences,1676,2,Female,47,4,4,manager,2,Divorced,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,divorced
49,0,rarely,809,research & development,1,3,life sciences,1677,3,Male,36,3,4,manager,3,Single,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,single
41,0,rarely,1206,sales,23,2,life sciences,1678,4,Male,80,3,3,sales executive,3,Single,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,single
20,0,rarely,727,sales,9,1,life sciences,1680,4,Male,54,3,1,sales representative,1,Single,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,single
33,0,non,530,sales,16,3,life sciences,1681,3,Female,36,3,2,sales executive,4,Divorced,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,divorced
36,0,rarely,1351,research & development,26,4,life sciences,1682,1,Male,80,3,2,healthcare representative,3,Married,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,married
44,0,rarely,528,human resources,1,3,life sciences,1683,3,Female,44,3,1,human resources,4,Divorced,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,divorced
23,0,rarely,1320,research & development,8,1,medical,1684,4,Male,93,2,1,laboratory technician,3,Single,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,single
38,0,rarely,1495,research & development,4,2,medical,1687,4,Female,87,3,1,laboratory technician,3,Married,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,married
53,0,rarely,1395,research & development,24,4,medical,1689,2,Male,48,4,3,healthcare representative,4,Married,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,married
48,0,frequently,708,sales,7,2,medical,1691,4,Female,95,3,1,sales representative,3,Married,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,married
32,0,rarely,1259,research & development,2,4,life sciences,1692,4,Male,95,3,1,laboratory technician,2,Single,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,single
26,0,non,786,research & development,7,3,medical,1693,4,Male,76,3,1,laboratory technician,4,Single,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,single
55,0,rarely,1441,research & development,22,3,technical degree,1694,1,Male,94,2,1,research scientist,2,Divorced,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,divorced
34,0,rarely,1157,research & development,5,2,medical,1696,2,Male,57,2,2,laboratory technician,4,Married,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,married
60,0,rarely,370,research & development,1,4,medical,1697,3,Male,92,1,3,healthcare representative,4,Divorced,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,divorced
33,0,rarely,267,research & development,21,3,medical,1698,2,Male,79,4,1,laboratory technician,2,Married,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,married
37,0,frequently,1278,sales,1,4,medical,1700,3,Male,31,1,2,sales executive,4,Divorced,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,divorced
34,0,rarely,678,research & development,19,3,life sciences,1701,2,Female,35,2,1,research scientist,4,Married,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,married
23,0,rarely,427,sales,7,3,life sciences,1702,3,Male,99,3,1,sales representative,4,Divorced,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,divorced
44,0,rarely,921,research & development,2,3,life sciences,1703,3,Female,96,4,3,healthcare representative,4,Married,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,married
35,0,frequently,146,research & development,2,4,medical,1704,1,Male,79,2,1,research scientist,4,Single,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,single
43,0,rarely,1179,sales,2,3,medical,1706,4,Male,73,3,2,sales executive,4,Married,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,married
24,0,rarely,581,research & development,9,3,medical,1707,3,Male,62,4,1,research scientist,3,Married,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,married
41,0,rarely,918,sales,6,3,marketing,1708,4,Male,35,3,3,sales executive,3,Single,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,single
29,0,rarely,1082,research & development,9,4,medical,1709,4,Female,43,3,1,laboratory technician,3,Married,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,married
36,0,rarely,530,sales,2,4,life sciences,1710,3,Female,51,3,2,sales representative,4,Single,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,single
45,0,non,1238,research & development,1,1,life sciences,1712,3,Male,74,2,3,healthcare representative,3,Married,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,married
24,0,rarely,240,human resources,22,1,human resources,1714,4,Male,58,1,1,human resources,3,Married,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,married
47,0,frequently,1093,sales,9,3,life sciences,1716,3,Male,82,1,4,sales executive,3,Married,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,married
26,0,rarely,390,research & development,17,4,medical,1718,4,Male,62,1,1,laboratory technician,3,Married,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,married
45,0,rarely,1005,research & development,28,2,technical degree,1719,4,Female,48,2,4,research director,2,Single,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,single
32,0,frequently,585,research & development,10,3,life sciences,1720,1,Male,56,3,1,research scientist,3,Married,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,married
31,0,rarely,741,research & development,2,4,life sciences,1721,2,Male,69,3,1,laboratory technician,3,Married,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,married
41,0,non,552,human resources,4,3,human resources,1722,3,Male,60,1,2,human resources,2,Married,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,married
40,0,rarely,369,research & development,8,2,life sciences,1724,2,Female,92,3,2,manufacturing director,1,Married,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,married
24,0,rarely,506,research & development,29,1,medical,1725,2,Male,91,3,1,laboratory technician,1,Divorced,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,divorced
46,0,rarely,717,research & development,13,4,life sciences,1727,3,Male,34,3,2,healthcare representative,2,Single,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,single
35,0,rarely,1370,research & development,27,4,life sciences,1728,4,Male,49,3,2,manufacturing director,3,Married,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,married
30,0,rarely,793,research & development,16,1,life sciences,1729,2,Male,33,3,1,research scientist,4,Married,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,married
47,0,non,543,sales,2,4,marketing,1731,3,Male,87,3,2,sales executive,2,Married,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,married
46,0,rarely,1277,sales,2,3,life sciences,1732,3,Male,74,3,3,sales executive,4,Divorced,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,divorced
36,0,rarely,1456,sales,13,5,marketing,1733,2,Male,96,2,2,sales executive,1,Divorced,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,divorced
32,0,rarely,964,sales,1,2,life sciences,1734,1,Male,34,1,2,sales executive,2,Single,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,single
23,0,rarely,160,research & development,4,1,medical,1735,3,Female,51,3,1,laboratory technician,2,Single,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,single
31,0,frequently,163,research & development,24,1,technical degree,1736,4,Female,30,3,2,manufacturing director,4,Single,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,single
39,0,non,792,research & development,1,3,life sciences,1737,4,Male,77,3,2,laboratory technician,4,Married,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,married
32,0,rarely,371,sales,19,3,life sciences,1739,4,Male,80,1,3,sales executive,3,Married,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,married
45,0,rarely,176,human resources,4,3,life sciences,1744,3,Female,56,1,3,human resources,3,Married,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,married
30,0,frequently,1312,research & development,2,4,technical degree,1745,4,Female,78,2,1,research scientist,1,Single,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,single
24,0,frequently,897,human resources,10,3,medical,1746,1,Male,59,3,1,human resources,4,Married,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,married
30,0,frequently,600,human resources,8,3,human resources,1747,3,Female,66,2,1,human resources,4,Divorced,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,divorced
31,0,rarely,1003,sales,5,3,technical degree,1749,1,Male,51,3,2,sales executive,3,Married,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,married
27,0,rarely,1054,research & development,8,3,medical,1751,3,Female,67,3,1,research scientist,4,Single,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,single
29,0,rarely,428,sales,9,3,marketing,1752,2,Female,52,1,1,sales representative,2,Single,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,single
29,0,frequently,461,research & development,1,3,life sciences,1753,4,Male,70,4,2,healthcare representative,3,Single,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,single
30,0,rarely,979,sales,15,2,marketing,1754,3,Male,94,2,3,sales executive,1,Divorced,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,divorced
34,0,rarely,181,research & development,2,4,medical,1755,4,Male,97,4,1,research scientist,4,Married,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,married
33,0,non,1283,sales,2,3,marketing,1756,4,Female,62,3,2,sales executive,2,Single,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,single
49,0,rarely,1313,sales,11,4,marketing,1757,4,Female,80,3,2,sales executive,4,Single,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,single
33,0,rarely,211,sales,16,3,life sciences,1758,1,Female,74,3,3,sales executive,1,Single,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,single
38,0,frequently,594,research & development,2,2,medical,1760,3,Female,75,2,1,laboratory technician,2,Married,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,married
31,0,rarely,1079,sales,16,4,marketing,1761,1,Male,70,3,3,sales executive,3,Married,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,married
29,0,rarely,590,research & development,4,3,technical degree,1762,4,Female,91,2,1,research scientist,1,Divorced,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,divorced
30,0,rarely,305,research & development,16,3,life sciences,1763,3,Male,58,4,2,healthcare representative,3,Married,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,married
32,0,non,953,research & development,5,4,technical degree,1764,2,Male,65,3,1,research scientist,2,Single,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,single
38,0,rarely,833,research & development,18,3,medical,1766,2,Male,60,1,2,healthcare representative,4,Married,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,married
43,0,frequently,807,research & development,17,3,technical degree,1767,3,Male,38,2,1,research scientist,3,Married,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,married
42,0,rarely,855,research & development,12,3,medical,1768,2,Male,57,3,1,laboratory technician,2,Divorced,2766,8952,8,0,22,4,2,3,7,6,2,5,3,0,4,divorced
33,0,non,775,research & development,4,3,technical degree,1771,4,Male,90,3,2,research scientist,2,Divorced,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,divorced
41,0,rarely,548,research & development,9,4,life sciences,1772,3,Male,94,3,1,laboratory technician,1,Divorced,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,divorced
34,0,non,1375,sales,10,3,life sciences,1774,4,Male,87,3,2,sales executive,3,Divorced,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,divorced
53,0,non,661,research & development,1,4,medical,1775,1,Female,60,2,4,manufacturing director,3,Married,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,married
43,0,rarely,244,human resources,2,3,life sciences,1778,2,Male,97,3,1,human resources,4,Single,3539,5033,0,0,13,3,2,0,10,5,3,9,7,1,8,single
34,0,rarely,511,sales,3,2,life sciences,1779,4,Female,32,1,2,sales executive,4,Single,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,single
21,0,rarely,337,sales,7,1,marketing,1780,2,Male,31,3,1,sales representative,2,Single,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,single
22,0,rarely,1294,research & development,8,1,medical,1783,3,Female,79,3,1,laboratory technician,1,Married,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,married
31,0,rarely,196,sales,29,4,marketing,1784,1,Female,91,2,2,sales executive,4,Married,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,married
51,0,rarely,942,research & development,3,3,technical degree,1786,1,Female,53,3,3,manager,3,Married,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,married
37,0,rarely,589,sales,9,2,marketing,1787,2,Male,46,2,2,sales executive,2,Married,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,married
36,0,rarely,1383,research & development,10,3,life sciences,1790,4,Male,90,3,3,healthcare representative,1,Married,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,married
44,0,frequently,429,research & development,1,2,medical,1792,3,Male,99,3,1,research scientist,2,Divorced,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,divorced
35,0,rarely,303,sales,27,3,life sciences,1797,3,Male,84,3,2,sales executive,4,Single,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,single
33,0,rarely,867,research & development,8,4,life sciences,1798,4,Male,90,4,1,research scientist,1,Married,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,married
28,0,rarely,1181,research & development,1,3,life sciences,1799,3,Male,82,3,1,research scientist,4,Married,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,married
39,0,rarely,1253,research & development,10,1,medical,1800,3,Male,65,3,3,research director,3,Single,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,single
46,0,non,849,sales,26,2,life sciences,1801,2,Male,98,2,2,sales executive,2,Single,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,single
40,0,rarely,616,research & development,2,2,life sciences,1802,3,Female,99,3,1,laboratory technician,1,Married,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,married
42,0,rarely,1128,research & development,13,3,medical,1803,2,Male,95,4,2,healthcare representative,1,Married,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,married
35,0,non,1180,research & development,2,2,medical,1804,2,Male,90,3,2,manufacturing director,4,Divorced,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,divorced
38,0,non,1336,human resources,2,3,human resources,1805,1,Male,100,3,1,human resources,2,Divorced,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,divorced
34,0,frequently,234,research & development,9,4,life sciences,1807,4,Male,93,3,2,laboratory technician,1,Married,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,married
37,0,rarely,370,research & development,10,4,medical,1809,4,Male,58,3,2,manufacturing director,1,Single,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,single
39,0,frequently,766,sales,20,3,life sciences,1812,3,Male,83,3,2,sales executive,4,Divorced,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,divorced
43,0,non,343,research & development,9,3,life sciences,1813,1,Male,52,3,1,research scientist,3,Single,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,single
41,0,rarely,447,research & development,5,3,life sciences,1814,2,Male,85,4,2,healthcare representative,2,Single,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,single
41,0,rarely,796,sales,4,1,marketing,1815,3,Female,81,3,3,sales executive,3,Divorced,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,divorced
30,0,rarely,1092,research & development,10,3,medical,1816,1,Female,64,3,3,manufacturing director,3,Single,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,single
26,0,rarely,920,human resources,20,2,medical,1818,4,Female,69,3,1,human resources,2,Married,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,married
46,0,rarely,261,research & development,21,2,medical,1821,4,Female,66,3,2,healthcare representative,2,Married,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,married
40,0,rarely,1194,research & development,1,3,life sciences,1822,3,Female,52,3,2,healthcare representative,4,Divorced,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,divorced
34,0,rarely,810,sales,8,2,technical degree,1823,2,Male,92,4,2,sales executive,3,Married,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,married
58,0,non,350,sales,2,3,medical,1824,2,Male,52,3,4,manager,2,Divorced,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,divorced
35,0,rarely,185,research & development,23,4,medical,1826,2,Male,91,1,1,laboratory technician,3,Married,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,married
47,0,rarely,1001,research & development,4,3,life sciences,1827,3,Female,92,2,3,manufacturing director,2,Divorced,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,divorced
40,0,rarely,750,research & development,12,3,life sciences,1829,2,Female,47,3,2,healthcare representative,1,Divorced,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,divorced
